f.u,f.v,f.minu,f.minv,search.vol,rmse,region
0.35257458430016414,0.3947133589629084,0.9214057429274544,0.624531910335645,0.3121474652215838,0.30310039488055157,1
0.7556097621913068,0.8719562365300954,1.0385661005275324,1.3334714839374646,0.352310370170977,0.3063338432053268,2
0.35257458430016414,0.3947133589629084,0.9214057429274544,0.624531910335645,0.3121474652215838,0.06852772650220719,3
0.9778383546788245,0.6760182294086553,1.2217654884001241,0.7531452455138787,0.26432080936990676,0.41500401856606856,4
0.3750869632465765,0.7487001938186586,0.4606661324296147,0.36516310560982673,0.6803708628043532,0.326225620420792,5
0.8599930302542634,0.9870879180752672,0.30006339577026664,1.3153946792427451,0.7330023116865195,0.48281592208226337,6
0.8867488646414131,0.5163819020218215,1.1339373403834179,0.41250391948968174,0.5022222208897583,1.58796635078133,7
0.9964157315948978,0.8640952428639866,1.4384187466138973,0.42902843887917697,0.5201427262453362,0.7864046841295229,8
0.25145785794593395,0.349905682108365,1.4605218463484197,1.912134686927311,0.4620212059924379,0.36250860472394886,9
0.31615036381641404,0.8194951898790896,0.556311889803037,9.863090282306074e-4,0.7440197020852938,0.03375038179487282,10
0.7354173620347865,0.36455775707028804,0.9842206839472055,0.5846127789607272,0.40691099796351043,0.313520965144784,11
0.5688782716868446,0.6185505527141504,1.5567414910206572,0.041442007911391555,0.9672390918820165,0.07264155861312045,12
0.8599930302542634,0.9870879180752672,0.30006339577026664,1.3153946792427451,0.7330023116865195,1.4559948517155124,13
0.07556907097110525,0.4218787604873069,0.1301929785637185,0.9185414656624198,0.6040697205895558,0.2549918435269272,14
0.6435628693853505,0.6905689366860315,1.9976946311816572,1.270239859172143,0.36904711872478946,0.11900589437424731,15
0.31615036381641404,0.8194951898790896,0.556311889803037,9.863090282306074e-4,0.7440197020852938,0.07293702812228704,16
0.3208849085634574,0.6631857638573274,0.41090612846892327,0.44605955336708575,0.7783988385754638,0.08174467652218516,17
0.09569652014644817,0.38184229292208327,1.168787429407239,0.5732364436145871,0.9452033861787058,0.1365318960429706,18
0.7425748658017255,0.18223447817843408,1.2958126583602279,0.2833018961781636,0.7093807585947216,0.33939467925504124,19
0.3208849085634574,0.6631857638573274,0.41090612846892327,0.44605955336708575,0.7783988385754638,0.3536271760307364,20
0.9168949925526977,0.41749853459652514,1.8447665423806756,0.8790593355568126,0.5368478327491321,0.29125467543660394,21
0.5688782716868446,0.6185505527141504,1.5567414910206572,0.041442007911391555,0.9672390918820165,1.0160219011658347,22
0.9238696268666535,0.060602284134365615,0.8484056082367897,0.3310219450155273,0.6591607571872883,0.6316196614868642,23
0.10930421034106985,0.9417238205228933,0.7207849811390042,1.361978781693615,0.8811550725591369,0.47018807389137435,24
0.13252331066178158,0.910394362192601,0.8997124394262209,1.7626570152491332,0.7527619073227979,0.22372235624159809,25
0.8283779683941975,0.030120980634819716,1.8714539619348942,1.7460328172426671,0.25138678702898326,0.16552449735284794,26
0.35257458430016414,0.3947133589629084,0.9214057429274544,0.624531910335645,0.3121474652215838,0.43661525440621146,27
0.3800130870216526,0.5776742593571543,0.7863995909132063,1.0991602568980305,0.5229539757934399,0.2716367361388851,28
0.35257458430016414,0.3947133589629084,0.9214057429274544,0.624531910335645,0.3121474652215838,0.2799233304405454,29
0.3750869632465765,0.7487001938186586,0.4606661324296147,0.36516310560982673,0.6803708628043532,0.1321810314718103,30
0.7879361236514524,0.28481528183445337,0.5161434901924804,0.11975667715072631,0.8202757500265725,0.10934637451675502,31
0.6292429569922388,0.24012211026158184,0.5819849941181019,0.07082238379865885,0.45720697890175505,0.15411458703501357,32
0.7879361236514524,0.28481528183445337,0.5161434901924804,0.11975667715072631,0.8202757500265725,1.9035450622434147,33
0.8048279481078499,0.22636085043894127,0.1997395814023912,0.14199069373775275,0.44793682791898026,0.46786419032057164,34
0.8048279481078499,0.22636085043894127,0.1997395814023912,0.14199069373775275,0.44793682791898026,2.1433469674544336,35
0.9632796643557958,0.7387367986771278,0.14055266522802412,0.7108007039222867,0.2757894014255144,0.8710018867850268,36
0.9497192043904215,0.3249753822595812,0.4807961609773338,0.4725031319167465,0.7993038590848446,1.0976332567683458,37
0.8048279481078499,0.22636085043894127,0.1997395814023912,0.14199069373775275,0.44793682791898026,0.3436856905480307,38
0.8283779683941975,0.030120980634819716,1.8714539619348942,1.7460328172426671,0.25138678702898326,0.0150153991258117,39
0.4551073589501902,0.49065897301072253,1.1044829405052587,0.17162873027380557,0.9846222240771167,0.320589380994155,40
0.9362528743827716,0.048039313645567745,0.7039726124610752,0.13331300246994943,0.05502932779630646,0.04667839937998511,41
0.1751204260927625,0.44710360624128953,1.5856930618500338,1.9892989759379998,0.19829388980660587,0.06265678203908666,42
0.02108069493435323,0.10584840167779476,0.012917027967050672,1.3837715814681724,0.8755775700407102,0.08549807693756391,43
0.18378668481251226,0.02327452036784962,1.0732965371897445,1.3555464201699943,0.9358412162135356,0.06155083492331225,44
0.07556907097110525,0.4218787604873069,0.1301929785637185,0.9185414656624198,0.6040697205895558,0.10661898084326803,45
0.02108069493435323,0.10584840167779476,0.012917027967050672,1.3837715814681724,0.8755775700407102,0.14073113968969805,46
0.8718692019255831,0.3545519013656303,0.9040779950609431,0.7994867029925808,0.6319940843842924,1.796325139194819,47
0.8492945157084614,0.2504988784436136,0.23342715127393604,1.4365102385776118,0.9543661401900463,3.7324763761025834,48
0.3750869632465765,0.7487001938186586,0.4606661324296147,0.36516310560982673,0.6803708628043532,0.4633055055580155,49
0.2296483700745739,0.6387803451623768,0.4423998000333086,0.311925157266669,0.5645692018806003,0.8223223499584151,50
0.07556907097110525,0.4218787604873069,0.1301929785637185,0.9185414656624198,0.6040697205895558,0.39662592480960945,51
0.18378668481251226,0.02327452036784962,1.0732965371897445,1.3555464201699943,0.9358412162135356,0.498087060400991,52
0.25145785794593395,0.349905682108365,1.4605218463484197,1.912134686927311,0.4620212059924379,0.3879197744012638,53
0.2383541903202422,0.832477733262349,0.42727181845810264,0.9384929726738482,0.8566301800790243,0.14725087869991463,54
0.8048279481078499,0.22636085043894127,0.1997395814023912,0.14199069373775275,0.44793682791898026,0.020410267658641113,55
0.10930421034106985,0.9417238205228933,0.7207849811390042,1.361978781693615,0.8811550725591369,0.03977174519122238,56
0.7122755854995921,0.304601899208501,0.39772467215079815,0.8158665802702307,0.24145780544169249,0.0016037802334994526,57
0.369315205917228,0.7948404590901919,1.7189209399372338,0.8262252143165096,0.2869905187017284,0.008973177264077016,58
0.6292429569922388,0.24012211026158184,0.5819849941181019,0.07082238379865885,0.45720697890175505,0.48418094500227854,59
0.7738033011648804,0.7861130827036686,0.6593200064217671,1.704317173343152,0.18848749363003298,0.30419074922418826,60
0.369315205917228,0.7948404590901919,1.7189209399372338,0.8262252143165096,0.2869905187017284,0.016275744569184528,61
0.9778383546788245,0.6760182294086553,1.2217654884001241,0.7531452455138787,0.26432080936990676,0.6232480179827653,62
0.8283779683941975,0.030120980634819716,1.8714539619348942,1.7460328172426671,0.25138678702898326,0.003982818096974393,63
0.3378505923994817,0.8214585320372134,0.6335240046773106,1.1304054476739838,0.08804998996807262,9.797347275001024e-6,64
0.10930421034106985,0.9417238205228933,0.7207849811390042,1.361978781693615,0.8811550725591369,0.40722573264985107,65
0.2296483700745739,0.6387803451623768,0.4423998000333086,0.311925157266669,0.5645692018806003,0.03615271669305544,66
